-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2020 through 12/31/2020 in LST
Location: Latitude  33.4484   Longitude -112.074 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 494.49 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) 
WS50M                 MERRA-2 Wind Speed at 50 Meters (m/s) 
WD50M                 MERRA-2 Wind Direction at 50 Meters (Degrees) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
-END HEADER-
YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,WS50M,WD50M,T2M
2020,1,23,16,217.85,1.83,260.6,19.63
2020,1,23,17,38.0,2.86,269.0,16.01
2020,1,23,18,0.0,2.48,307.0,15.06
2020,1,23,19,0.0,3.21,357.5,13.4
2020,1,23,20,0.0,4.52,12.1,11.74
2020,1,23,21,0.0,5.62,15.8,10.6
2020,1,23,22,0.0,6.84,24.2,9.74
2020,1,23,23,0.0,8.09,33.6,9.15
2020,1,24,0,0.0,8.77,40.6,8.74
2020,1,24,1,0.0,8.85,45.7,8.29
2020,1,24,2,0.0,9.02,49.8,8.01
2020,1,24,3,0.0,9.1,53.7,7.93
2020,1,24,4,0.0,9.09,57.0,7.76
2020,1,24,5,0.0,9.05,59.4,7.57
2020,1,24,6,0.0,8.95,60.7,7.41
2020,1,24,7,7.6,8.72,61.4,7.96
2020,1,24,8,128.82,7.46,61.6,11.04
2020,1,24,9,302.3,5.09,62.7,13.69
2020,1,24,10,448.75,3.66,88.1,17.26
2020,1,24,11,549.7,3.45,114.7,20.5
2020,1,24,12,580.45,2.78,132.5,21.72
2020,1,24,13,528.88,1.82,154.6,21.85
2020,1,24,14,443.27,1.21,213.2,21.16
2020,1,24,15,315.1,2.35,268.3,19.85
2020,1,24,16,177.1,3.87,288.4,17.52
2020,1,24,17,34.88,4.19,299.9,15.26
2020,1,24,18,0.0,3.86,309.6,14.37
2020,1,24,19,0.0,3.38,322.2,13.93
2020,1,24,20,0.0,3.18,340.7,13.37
2020,1,24,21,0.0,3.0,0.2,13.0
2020,1,24,22,0.0,2.49,19.7,13.04
2020,1,24,23,0.0,2.12,42.7,12.93
2020,1,25,0,0.0,2.18,67.1,12.25
2020,1,25,1,0.0,2.65,89.1,11.12
2020,1,25,2,0.0,3.31,98.5,9.91
2020,1,25,3,0.0,3.84,97.0,8.88
2020,1,25,4,0.0,4.23,93.9,8.16
2020,1,25,5,0.0,4.48,91.0,7.63
2020,1,25,6,0.0,4.6,88.6,7.29
2020,1,25,7,7.65,4.61,88.0,7.42
2020,1,25,8,139.82,4.52,89.2,11.27
2020,1,25,9,330.98,3.19,99.8,14.45
2020,1,25,10,496.85,2.05,120.2,16.84
2020,1,25,11,605.0,1.21,151.3,18.78
2020,1,25,12,646.72,0.91,217.9,19.59
2020,1,25,13,614.7,1.15,256.9,20.33
2020,1,25,14,540.45,1.16,253.4,21.02
2020,1,25,15,404.88,1.36,251.6,20.92
2020,1,25,16,225.5,1.64,247.8,19.3
2020,1,25,17,42.42,1.97,231.8,15.99
2020,1,25,18,0.0,1.94,228.8,14.89
2020,1,25,19,0.0,1.54,245.9,14.86
2020,1,25,20,0.0,1.22,293.6,14.86
2020,1,25,21,0.0,1.69,341.7,13.87
2020,1,25,22,0.0,2.12,10.3,13.1
2020,1,25,23,0.0,2.35,42.2,12.58
2020,1,26,0,0.0,2.77,73.9,11.87
2020,1,26,1,0.0,3.4,96.1,10.86
2020,1,26,2,0.0,3.73,106.5,10.12
2020,1,26,3,0.0,3.84,109.8,9.56
2020,1,26,4,0.0,4.0,109.9,8.97
2020,1,26,5,0.0,4.28,109.1,8.36
2020,1,26,6,0.0,4.51,108.5,7.89
2020,1,26,7,8.25,4.58,107.3,7.86
2020,1,26,8,141.77,4.65,105.7,11.54
2020,1,26,9,329.02,3.6,113.4,14.83
2020,1,26,10,482.65,2.83,137.0,17.72
2020,1,26,11,594.47,2.57,166.5,19.77
2020,1,26,12,653.05,2.51,193.6,20.82
2020,1,26,13,617.83,2.46,215.8,21.36
2020,1,26,14,537.95,2.36,230.8,21.59
2020,1,26,15,400.25,2.08,238.4,21.27
2020,1,26,16,221.82,1.57,245.2,19.97
2020,1,26,17,42.9,0.92,263.7,17.87
2020,1,26,18,0.0,0.52,320.5,17.16
2020,1,26,19,0.0,0.83,13.2,16.43
2020,1,26,20,0.0,1.18,21.4,15.71
2020,1,26,21,0.0,1.51,19.8,14.75
2020,1,26,22,0.0,2.08,14.5,14.05
2020,1,26,23,0.0,2.69,10.5,13.17
2020,1,27,0,0.0,3.27,10.0,12.38
2020,1,27,1,0.0,3.82,13.8,11.75
2020,1,27,2,0.0,4.09,23.8,11.31
2020,1,27,3,0.0,4.04,30.2,10.57
2020,1,27,4,0.0,3.64,30.4,9.88
2020,1,27,5,0.0,3.1,27.5,9.63
2020,1,27,6,0.0,2.88,29.1,9.56
2020,1,27,7,8.88,2.79,29.1,9.56
2020,1,27,8,151.6,2.45,32.0,12.31
2020,1,27,9,347.38,2.56,4.7,15.24
2020,1,27,10,512.8,3.35,334.5,17.77
2020,1,27,11,625.38,4.5,308.8,19.45
2020,1,27,12,672.92,5.77,303.1,20.49
2020,1,27,13,657.12,6.13,306.2,21.22
2020,1,27,14,573.67,6.08,308.7,21.69
2020,1,27,15,416.75,6.08,306.1,21.6
2020,1,27,16,226.15,6.03,297.5,19.5
2020,1,27,17,44.12,6.65,294.1,14.5
2020,1,27,18,0.0,7.13,302.4,12.64
2020,1,27,19,0.0,6.89,320.4,11.6
2020,1,27,20,0.0,6.07,342.1,10.55
2020,1,27,21,0.0,5.5,6.2,9.71
2020,1,27,22,0.0,5.59,27.2,9.02
2020,1,27,23,0.0,6.54,40.1,8.4
2020,1,28,0,0.0,7.72,48.2,7.74
2020,1,28,1,0.0,8.57,52.1,7.14
2020,1,28,2,0.0,8.76,53.0,6.63
2020,1,28,3,0.0,8.69,50.6,6.13
2020,1,28,4,0.0,8.28,51.0,5.75
2020,1,28,5,0.0,7.24,56.0,5.26
2020,1,28,6,0.0,6.02,63.3,4.88
2020,1,28,7,10.65,5.08,72.2,5.32
2020,1,28,8,163.0,4.56,76.6,9.62
2020,1,28,9,361.38,4.88,81.9,12.81
2020,1,28,10,526.45,3.6,98.6,15.73
2020,1,28,11,639.03,1.59,160.5,18.12
2020,1,28,12,685.42,2.09,223.5,19.12
2020,1,28,13,666.12,2.81,244.5,19.61
2020,1,28,14,579.8,3.03,255.5,19.68
2020,1,28,15,436.17,3.01,262.4,19.25
2020,1,28,16,249.18,2.9,256.4,17.61
2020,1,28,17,53.45,2.76,233.5,13.7
2020,1,28,18,0.0,2.33,212.4,12.87
2020,1,28,19,0.0,1.77,189.8,13.15
2020,1,28,20,0.0,1.4,159.9,12.96
2020,1,28,21,0.0,1.31,128.8,12.67
2020,1,28,22,0.0,1.53,102.0,12.01
2020,1,28,23,0.0,2.14,85.7,11.02
2020,1,29,0,0.0,2.59,74.6,9.99
2020,1,29,1,0.0,2.9,70.1,9.33
2020,1,29,2,0.0,3.57,75.7,8.8
2020,1,29,3,0.0,4.46,84.0,8.03
2020,1,29,4,0.0,4.99,88.7,7.47
2020,1,29,5,0.0,4.93,89.3,6.99
2020,1,29,6,0.0,4.54,88.6,6.45
2020,1,29,7,8.65,4.2,87.0,6.33
2020,1,29,8,108.97,3.79,86.2,10.05
2020,1,29,9,241.55,2.23,95.7,13.13
2020,1,29,10,357.35,0.62,75.1,16.04
2020,1,29,11,491.55,0.34,283.6,18.2
2020,1,29,12,519.1,1.24,259.8,19.05
2020,1,29,13,408.73,2.3,267.0,19.25
2020,1,29,14,335.0,3.44,273.5,19.23
2020,1,29,15,253.48,4.34,288.7,18.59
2020,1,29,16,158.27,4.97,305.6,16.97
2020,1,29,17,40.85,5.34,327.2,12.91
2020,1,29,18,0.0,5.84,2.8,10.87
2020,1,29,19,0.0,6.49,20.2,10.15
2020,1,29,20,0.0,6.85,23.9,9.5
2020,1,29,21,0.0,7.28,14.1,8.91
2020,1,29,22,0.0,7.86,6.1,8.35
2020,1,29,23,0.0,8.51,5.9,7.86
2020,1,30,0,0.0,8.69,16.7,7.23
2020,1,30,1,0.0,9.18,27.3,6.81
2020,1,30,2,0.0,8.93,33.8,6.39
2020,1,30,3,0.0,8.43,32.3,5.91
2020,1,30,4,0.0,8.3,33.6,5.66
2020,1,30,5,0.0,8.09,37.6,5.4
2020,1,30,6,0.0,7.68,39.1,5.06
2020,1,30,7,11.45,7.12,36.5,5.34
2020,1,30,8,163.15,5.76,37.3,9.15
2020,1,30,9,363.4,4.65,50.9,12.12
2020,1,30,10,530.62,3.45,66.8,15.86
2020,1,30,11,645.0,1.02,47.4,18.47
2020,1,30,12,675.1,1.1,314.3,19.76
2020,1,30,13,622.0,2.21,294.4,20.26
2020,1,30,14,550.22,3.12,283.0,20.32
2020,1,30,15,416.1,4.03,282.0,20.02
2020,1,30,16,239.95,4.41,276.3,18.39
2020,1,30,17,56.53,4.72,266.6,13.86
2020,1,30,18,0.0,4.25,269.7,12.47
2020,1,30,19,0.0,3.01,285.2,12.53
2020,1,30,20,0.0,2.34,327.7,11.98
2020,1,30,21,0.0,3.05,11.3,10.76
2020,1,30,22,0.0,4.45,28.0,9.11
2020,1,30,23,0.0,5.3,34.5,7.94
2020,1,31,0,0.0,5.46,40.2,6.94
2020,1,31,1,0.0,5.26,41.5,6.18
2020,1,31,2,0.0,4.72,38.8,5.95
2020,1,31,3,0.0,3.84,34.9,6.44
2020,1,31,4,0.0,3.31,25.0,6.69
2020,1,31,5,0.0,3.62,16.9,6.06
2020,1,31,6,0.0,4.09,22.7,5.37
2020,1,31,7,13.0,4.57,32.7,5.09
2020,1,31,8,175.1,4.86,43.6,8.91
2020,1,31,9,376.58,5.07,54.1,12.34
2020,1,31,10,543.0,4.94,64.7,15.61
2020,1,31,11,656.42,3.76,69.1,18.51
2020,1,31,12,703.2,2.34,56.0,20.62
2020,1,31,13,682.97,1.54,15.5,21.89
2020,1,31,14,595.4,1.61,331.8,22.47
2020,1,31,15,451.1,1.99,301.9,22.32
2020,1,31,16,262.55,2.78,264.0,20.16
2020,1,31,17,50.8,3.75,251.0,15.68
2020,1,31,18,0.0,3.59,256.6,14.14
2020,1,31,19,0.0,2.7,275.7,13.96
2020,1,31,20,0.0,1.87,304.1,14.21
2020,1,31,21,0.0,1.51,0.4,13.29
2020,1,31,22,0.0,2.85,48.4,11.26
2020,1,31,23,0.0,4.85,65.4,9.07
2020,2,1,0,0.0,6.61,69.1,7.44
2020,2,1,1,0.0,7.95,66.4,6.57
2020,2,1,2,0.0,8.22,64.7,6.05
2020,2,1,3,0.0,7.57,62.9,5.47
2020,2,1,4,0.0,6.93,61.0,5.14
2020,2,1,5,0.0,6.88,60.2,5.06
2020,2,1,6,0.0,7.35,60.1,5.11
2020,2,1,7,12.73,7.86,58.3,5.97
2020,2,1,8,170.8,7.18,57.3,10.41
2020,2,1,9,371.35,5.24,58.7,13.56
2020,2,1,10,539.97,5.32,72.7,17.73
2020,2,1,11,657.45,3.81,85.9,21.42
2020,2,1,12,641.0,1.93,86.1,23.51
2020,2,1,13,685.33,1.0,56.5,24.6
2020,2,1,14,600.7,0.71,32.3,25.09
2020,2,1,15,456.1,0.21,354.6,24.86
2020,2,1,16,266.67,1.31,239.1,23.02
2020,2,1,17,65.28,2.11,251.5,19.82
2020,2,1,18,0.0,1.69,298.2,18.85
2020,2,1,19,0.0,2.69,356.6,16.91
2020,2,1,20,0.0,4.49,15.8,14.32
2020,2,1,21,0.0,6.21,27.4,12.56
2020,2,1,22,0.0,8.13,40.6,11.41
2020,2,1,23,0.0,9.23,50.3,10.89
2020,2,2,0,0.0,9.42,57.1,10.43
2020,2,2,1,0.0,9.4,61.3,10.15
2020,2,2,2,0.0,9.41,65.0,10.1
2020,2,2,3,0.0,9.37,69.6,10.0
2020,2,2,4,0.0,9.2,72.7,9.69
2020,2,2,5,0.0,8.87,74.4,9.18
2020,2,2,6,0.0,8.23,76.4,8.49
2020,2,2,7,12.55,7.36,80.3,8.59
2020,2,2,8,164.23,5.93,83.0,12.78
2020,2,2,9,360.33,5.2,104.4,16.51
2020,2,2,10,528.3,5.36,129.3,19.13
2020,2,2,11,648.83,4.33,148.2,21.11
2020,2,2,12,694.25,4.01,176.3,22.7
2020,2,2,13,675.22,4.27,201.7,23.79
2020,2,2,14,588.7,4.41,215.2,24.24
2020,2,2,15,445.42,4.59,221.6,23.96
2020,2,2,16,259.77,4.55,228.3,21.79
2020,2,2,17,63.6,4.61,236.0,17.23
2020,2,2,18,0.0,4.83,239.1,15.19
2020,2,2,19,0.0,4.7,235.5,14.19
2020,2,2,20,0.0,4.27,218.9,13.54
2020,2,2,21,0.0,4.74,189.6,12.38
2020,2,2,22,0.0,6.09,166.1,10.82
2020,2,2,23,0.0,7.06,153.2,9.87
2020,2,3,0,0.0,7.34,148.4,9.1
2020,2,3,1,0.0,7.03,149.2,8.39
2020,2,3,2,0.0,6.42,156.6,7.89
2020,2,3,3,0.0,6.36,167.8,7.69
2020,2,3,4,0.0,6.93,178.2,7.91
2020,2,3,5,0.0,7.33,187.3,7.94
2020,2,3,6,0.0,7.51,193.9,7.57
2020,2,3,7,12.15,7.3,198.5,7.92
2020,2,3,8,146.23,6.17,214.0,11.08
2020,2,3,9,305.1,5.68,245.2,13.24
2020,2,3,10,438.25,5.69,249.8,15.25
2020,2,3,11,582.47,6.53,250.1,16.22
2020,2,3,12,656.2,7.28,255.0,16.62
2020,2,3,13,646.03,7.8,260.9,16.6
2020,2,3,14,548.92,8.17,263.8,16.23
2020,2,3,15,398.4,8.3,265.9,15.13
2020,2,3,16,220.62,8.12,270.4,13.7
2020,2,3,17,50.92,8.47,275.9,10.33
2020,2,3,18,0.0,9.3,282.7,7.55
2020,2,3,19,0.0,9.33,291.4,6.28
2020,2,3,20,0.0,8.72,297.4,4.96
2020,2,3,21,0.0,7.89,300.9,3.65
2020,2,3,22,0.0,6.94,302.5,2.6
2020,2,3,23,0.0,5.97,297.1,1.77
2020,2,4,0,0.0,5.13,294.5,1.13
2020,2,4,1,0.0,3.91,288.6,0.89
2020,2,4,2,0.0,3.07,287.8,0.64
2020,2,4,3,0.0,2.14,307.4,0.06
2020,2,4,4,0.0,1.84,357.8,-1.02
2020,2,4,5,0.0,2.6,36.4,-1.97
2020,2,4,6,0.0,3.29,46.4,-2.18
2020,2,4,7,17.05,3.7,49.5,-1.44
2020,2,4,8,190.25,4.1,60.9,2.61
2020,2,4,9,398.27,5.31,71.8,5.69
2020,2,4,10,570.5,4.07,72.4,7.91
2020,2,4,11,689.28,2.64,51.6,9.56
2020,2,4,12,738.0,2.55,14.1,10.75
2020,2,4,13,719.0,3.23,357.7,11.48
2020,2,4,14,629.15,3.47,346.5,11.87
2020,2,4,15,481.23,3.48,335.6,11.77
2020,2,4,16,288.0,3.29,327.4,10.9
2020,2,4,17,77.9,3.28,308.0,7.19
2020,2,4,18,0.0,3.7,309.6,5.01
2020,2,4,19,0.0,4.07,324.9,3.75
2020,2,4,20,0.0,4.52,343.9,2.79
2020,2,4,21,0.0,5.27,2.1,2.1
2020,2,4,22,0.0,6.3,14.5,1.46
2020,2,4,23,0.0,7.07,21.7,0.83
2020,2,5,0,0.0,7.19,26.6,0.23
2020,2,5,1,0.0,7.04,32.9,-0.32
2020,2,5,2,0.0,6.58,36.9,-0.83
2020,2,5,3,0.0,5.84,32.9,-1.22
2020,2,5,4,0.0,5.38,24.8,-1.46
2020,2,5,5,0.0,5.38,15.5,-1.75
2020,2,5,6,0.0,5.57,10.9,-2.1
2020,2,5,7,15.15,5.58,10.2,-1.53
2020,2,5,8,140.4,4.79,18.9,2.98
2020,2,5,9,282.1,3.53,47.8,6.19
2020,2,5,10,397.5,1.18,59.5,8.53
2020,2,5,11,562.1,0.72,296.6,9.65
2020,2,5,12,672.9,2.27,300.4,10.43
2020,2,5,13,687.92,3.32,308.8,11.07
2020,2,5,14,626.42,3.14,308.7,11.73
2020,2,5,15,480.95,2.99,303.7,11.87
2020,2,5,16,289.58,2.57,271.8,11.19
2020,2,5,17,80.38,4.04,226.9,6.94
2020,2,5,18,0.0,5.28,217.1,4.32
2020,2,5,19,0.0,5.51,213.4,3.23
2020,2,5,20,0.0,4.72,208.7,2.61
2020,2,5,21,0.0,3.98,195.4,2.51
2020,2,5,22,0.0,3.72,170.6,2.38
2020,2,5,23,0.0,3.98,145.8,1.9
2020,2,6,0,0.0,4.75,127.0,1.16
2020,2,6,1,0.0,5.15,115.0,0.78
2020,2,6,2,0.0,5.49,111.9,0.34
2020,2,6,3,0.0,5.08,109.2,0.41
2020,2,6,4,0.0,4.54,105.8,0.15
2020,2,6,5,0.0,4.44,108.6,-0.25
2020,2,6,6,0.0,4.69,113.5,-0.55
2020,2,6,7,12.68,4.69,114.8,0.17
2020,2,6,8,169.15,4.18,118.3,4.42
2020,2,6,9,359.62,2.76,127.0,7.16
2020,2,6,10,535.25,1.36,118.6,9.7
2020,2,6,11,665.33,0.26,96.6,11.77
2020,2,6,12,709.15,0.55,275.2,13.26
2020,2,6,13,694.47,1.69,248.9,14.3
2020,2,6,14,614.05,2.65,244.0,14.98
2020,2,6,15,459.05,3.16,245.9,14.94
2020,2,6,16,261.73,3.57,232.7,13.93
2020,2,6,17,65.45,4.22,208.6,10.46
2020,2,6,18,0.0,4.02,190.8,8.38
2020,2,6,19,0.0,3.16,168.3,7.86
2020,2,6,20,0.0,2.53,133.1,7.94
2020,2,6,21,0.0,2.96,111.2,7.29
2020,2,6,22,0.0,3.22,108.7,6.72
2020,2,6,23,0.0,2.99,106.3,6.63
2020,2,7,0,0.0,2.61,102.6,6.75
2020,2,7,1,0.0,2.21,102.8,6.94
2020,2,7,2,0.0,1.87,106.5,6.86
2020,2,7,3,0.0,1.69,100.9,6.63
2020,2,7,4,0.0,1.95,92.1,6.28
2020,2,7,5,0.0,2.47,93.7,5.5
2020,2,7,6,0.0,2.94,100.6,4.69
2020,2,7,7,17.25,3.31,106.0,4.66
2020,2,7,8,183.85,3.41,110.8,8.09
2020,2,7,9,384.75,1.89,119.1,11.4
2020,2,7,10,554.08,0.6,114.4,14.12
2020,2,7,11,671.7,0.34,251.0,15.75
2020,2,7,12,724.03,1.26,273.6,17.06
2020,2,7,13,705.72,1.8,278.6,18.22
2020,2,7,14,619.6,2.04,277.9,19.14
2020,2,7,15,475.35,2.24,264.6,19.38
2020,2,7,16,285.88,3.11,226.8,18.23
2020,2,7,17,81.85,4.95,205.6,13.73
2020,2,7,18,0.0,4.88,201.0,11.11
2020,2,7,19,0.0,3.45,196.5,10.79
2020,2,7,20,0.0,1.62,174.0,11.67
2020,2,7,21,0.0,1.46,101.5,11.33
2020,2,7,22,0.0,2.37,77.8,10.51
2020,2,7,23,0.0,3.0,73.0,9.62
2020,2,8,0,0.0,3.23,74.0,9.21
2020,2,8,1,0.0,3.07,79.7,9.27
2020,2,8,2,0.0,2.81,92.0,9.25
2020,2,8,3,0.0,2.9,105.4,8.61
2020,2,8,4,0.0,3.39,111.4,7.5
2020,2,8,5,0.0,4.18,110.9,6.1
2020,2,8,6,0.0,5.02,107.9,4.93
2020,2,8,7,17.45,5.63,104.7,5.26
2020,2,8,8,178.9,5.18,100.5,10.13
2020,2,8,9,378.4,3.3,101.5,13.66
2020,2,8,10,551.6,2.15,109.3,16.72
2020,2,8,11,678.17,1.37,140.0,18.85
2020,2,8,12,726.47,1.5,195.9,20.48
2020,2,8,13,709.88,2.24,227.2,21.1
2020,2,8,14,626.88,2.81,240.8,21.27
2020,2,8,15,482.17,2.95,247.1,20.92
2020,2,8,16,292.88,2.61,249.8,19.57
2020,2,8,17,86.47,1.79,251.1,16.79
2020,2,8,18,0.0,0.85,242.5,16.46
2020,2,8,19,0.0,0.26,175.6,15.92
2020,2,8,20,0.0,0.8,124.9,14.64
2020,2,8,21,0.0,1.68,136.0,13.05
2020,2,8,22,0.0,2.69,145.0,11.7
2020,2,8,23,0.0,3.58,148.4,10.15
2020,2,9,0,0.0,4.34,148.6,8.8
2020,2,9,1,0.0,5.09,146.6,7.58
2020,2,9,2,0.0,5.66,141.2,6.65
2020,2,9,3,0.0,6.15,131.9,5.97
2020,2,9,4,0.0,6.55,122.5,5.6
2020,2,9,5,0.0,6.8,114.9,5.53
2020,2,9,6,0.0,7.04,111.9,5.63
2020,2,9,7,19.02,7.17,113.5,6.79
2020,2,9,8,169.23,6.54,115.7,11.74
2020,2,9,9,343.45,5.44,144.9,14.64
2020,2,9,10,479.35,5.95,179.1,17.03
2020,2,9,11,545.35,6.38,189.3,18.97
2020,2,9,12,558.22,6.47,191.0,20.17
2020,2,9,13,613.83,6.46,193.0,20.98
2020,2,9,14,553.12,6.54,197.0,21.28
2020,2,9,15,382.77,6.82,201.0,20.94
2020,2,9,16,215.88,6.75,204.1,19.65
2020,2,9,17,57.85,6.57,207.2,15.91
2020,2,9,18,0.0,6.27,208.2,14.05
2020,2,9,19,0.0,5.85,206.4,13.36
2020,2,9,20,0.0,5.07,203.1,12.69
2020,2,9,21,0.0,3.54,194.9,12.41
2020,2,9,22,0.0,2.07,166.6,12.99
2020,2,9,23,0.0,2.07,107.7,12.89
2020,2,10,0,0.0,3.28,89.0,12.2
2020,2,10,1,0.0,4.65,94.9,12.01
2020,2,10,2,0.0,6.2,103.8,12.13
2020,2,10,3,0.0,7.07,101.4,12.18
2020,2,10,4,0.0,7.68,85.5,12.03
2020,2,10,5,0.0,8.24,71.1,11.67
2020,2,10,6,0.0,8.16,62.3,10.91
2020,2,10,7,10.07,7.52,58.8,10.62
2020,2,10,8,101.57,5.93,61.1,12.67
2020,2,10,9,223.18,4.44,79.6,16.31
2020,2,10,10,341.3,4.14,118.4,19.18
2020,2,10,11,447.3,4.85,137.2,20.5
2020,2,10,12,607.35,5.13,148.5,21.36
2020,2,10,13,596.5,5.05,156.9,21.84
2020,2,10,14,334.2,4.63,158.2,21.88
2020,2,10,15,244.4,4.24,163.4,21.25
2020,2,10,16,143.48,4.04,184.8,19.64
2020,2,10,17,45.3,5.14,208.1,16.51
2020,2,10,18,0.0,7.11,216.9,14.12
2020,2,10,19,0.0,7.96,220.7,11.81
2020,2,10,20,0.0,6.54,221.0,10.64
2020,2,10,21,0.0,3.47,221.3,9.94
2020,2,10,22,0.0,0.35,152.7,9.62
2020,2,10,23,0.0,3.01,57.9,9.2
2020,2,11,0,0.0,5.02,54.7,8.28
2020,2,11,1,0.0,5.73,52.4,7.41
2020,2,11,2,0.0,5.94,46.2,6.85
2020,2,11,3,0.0,5.65,42.6,6.6
2020,2,11,4,0.0,5.23,44.8,6.76
2020,2,11,5,0.0,4.89,48.1,6.95
2020,2,11,6,0.0,4.03,51.1,7.1
2020,2,11,7,11.45,3.53,61.5,7.64
2020,2,11,8,98.32,2.71,80.9,9.11
2020,2,11,9,216.6,2.66,121.0,10.91
2020,2,11,10,324.55,3.45,156.0,12.25
2020,2,11,11,340.6,3.4,165.2,12.73
2020,2,11,12,431.75,2.61,176.3,13.12
2020,2,11,13,588.0,1.89,202.8,13.4
2020,2,11,14,525.65,1.7,236.0,13.61
2020,2,11,15,392.85,1.95,261.5,13.6
2020,2,11,16,244.35,2.33,270.2,13.13
2020,2,11,17,74.85,2.81,254.9,11.15
2020,2,11,18,0.0,3.21,232.3,9.5
2020,2,11,19,0.0,3.69,217.4,8.77
2020,2,11,20,0.0,3.9,214.9,8.13
2020,2,11,21,0.0,3.68,217.5,7.64
2020,2,11,22,0.0,3.1,223.8,7.53
2020,2,11,23,0.0,2.21,241.7,7.83
2020,2,12,0,0.0,1.3,279.3,8.02
2020,2,12,1,0.0,0.83,350.3,7.74
2020,2,12,2,0.0,1.27,58.2,6.88
2020,2,12,3,0.0,2.01,81.4,5.98
2020,2,12,4,0.0,2.62,89.8,5.06
2020,2,12,5,0.0,3.1,88.2,4.19
2020,2,12,6,0.0,3.7,84.9,3.56
2020,2,12,7,25.5,4.35,83.1,4.25
2020,2,12,8,213.9,3.92,93.1,7.96
2020,2,12,9,422.75,1.68,130.4,10.93
2020,2,12,10,594.42,0.98,219.2,13.42
2020,2,12,11,711.7,1.61,249.7,14.97
2020,2,12,12,757.03,2.14,259.0,16.03
2020,2,12,13,737.85,2.52,261.5,16.67
2020,2,12,14,649.08,2.85,261.7,16.99
2020,2,12,15,494.75,3.07,255.9,16.66
2020,2,12,16,300.98,3.22,240.6,15.51
2020,2,12,17,94.18,3.34,218.6,12.25
2020,2,12,18,0.0,2.92,206.4,10.46
2020,2,12,19,0.0,2.03,191.6,10.4
2020,2,12,20,0.0,1.27,157.9,10.28
2020,2,12,21,0.0,1.46,101.8,9.75
2020,2,12,22,0.0,2.35,80.5,8.77
2020,2,12,23,0.0,3.13,76.9,7.44
2020,2,13,0,0.0,3.67,78.5,6.4
2020,2,13,1,0.0,4.05,80.5,5.61
2020,2,13,2,0.0,4.29,80.9,4.95
2020,2,13,3,0.0,4.52,80.1,4.34
2020,2,13,4,0.0,4.78,78.2,3.78
2020,2,13,5,0.0,5.06,76.8,3.31
2020,2,13,6,0.0,5.35,76.5,2.93
2020,2,13,7,26.85,5.57,77.3,3.87
2020,2,13,8,216.02,4.93,79.1,8.83
2020,2,13,9,423.25,2.94,86.1,12.18
2020,2,13,10,593.7,2.14,95.1,15.31
2020,2,13,11,711.45,1.47,111.5,17.09
2020,2,13,12,760.05,0.77,139.7,18.35
2020,2,13,13,743.25,0.27,193.0,19.13
2020,2,13,14,656.22,0.39,292.6,19.55
2020,2,13,15,509.33,0.67,308.9,19.37
2020,2,13,16,316.42,0.94,290.6,18.4
2020,2,13,17,105.7,2.1,268.4,15.03
2020,2,13,18,0.0,2.75,276.9,12.74
2020,2,13,19,0.0,2.77,304.0,11.96
2020,2,13,20,0.0,3.11,338.9,11.0
2020,2,13,21,0.0,3.72,7.1,9.86
2020,2,13,22,0.0,4.22,28.9,8.97
2020,2,13,23,0.0,4.29,46.5,8.59
2020,2,14,0,0.0,4.39,62.4,8.13
2020,2,14,1,0.0,4.98,72.7,7.29
2020,2,14,2,0.0,5.57,74.9,6.95
2020,2,14,3,0.0,6.08,74.8,6.9
2020,2,14,4,0.0,6.55,74.1,7.1
2020,2,14,5,0.0,6.65,74.0,7.3
2020,2,14,6,0.0,6.49,75.3,7.48
2020,2,14,7,20.42,6.18,77.7,8.13
2020,2,14,8,189.3,5.41,79.5,11.07
2020,2,14,9,399.55,4.52,102.3,14.49
2020,2,14,10,582.92,4.2,128.8,17.21
2020,2,14,11,696.9,3.47,151.6,19.09
2020,2,14,12,745.97,3.16,178.7,20.37
2020,2,14,13,728.03,3.12,200.1,20.91
2020,2,14,14,642.42,2.89,220.1,20.89
2020,2,14,15,483.08,2.54,239.2,20.36
2020,2,14,16,295.48,2.47,252.3,19.11
2020,2,14,17,96.0,2.68,259.9,15.86
2020,2,14,18,0.0,2.63,265.0,14.22
2020,2,14,19,0.0,2.18,273.2,13.92
2020,2,14,20,0.0,1.81,285.3,13.77
2020,2,14,21,0.0,1.7,305.2,13.46
2020,2,14,22,0.0,2.03,327.9,12.26
2020,2,14,23,0.0,2.5,348.5,11.3
2020,2,15,0,0.0,2.51,13.1,10.75
2020,2,15,1,0.0,2.48,40.2,10.33
2020,2,15,2,0.0,2.73,61.4,9.74
2020,2,15,3,0.0,3.19,77.7,8.77
2020,2,15,4,0.0,3.71,88.8,7.8
2020,2,15,5,0.0,4.11,94.0,6.92
2020,2,15,6,0.0,4.18,91.9,6.39
2020,2,15,7,29.88,4.26,84.7,6.97
